	iata	icao	latitude	longitude	pm10
2656	AAR	EKAH	56.3	10.619	0.91
2657	SKS	EKSP	55.221	9.26702	1.84
2658	STA	EKVJ	55.9901	8.35391	2.79
2659	SQW	EKSV	56.5502	9.17298	1.6
2660	EBJ	EKEB	55.5259	8.5534	2.46
2661	KRP	EKKA	56.2975	9.12463	1.62
2662	RKE	EKRK	55.5856	12.1314	0.92
2663	BYR	EKLS	57.2772	11.0001	0.86
2664	TED	EKTS	57.0688	8.70522	2.21
2665	ODE	EKOD	55.4767	10.3309	1.43
2666	CPH	EKCH	55.6179	12.656	0.86
2667	BLL	EKBI	55.7403	9.15178	1.94
2668	CNL	EKSN	57.5035	10.2294	0.83
2669	DOM	TDPD	15.547	-61.3	5.34
2670	DCF	TDCF	15.3367	-61.3922	5.6
2671	EPS	MDAB	19.3214	-69.4959	1.13
2672	SDQ	MDSD	18.4297	-69.6689	7.46
2673	BRX	MDBH	18.2515	-71.1204	4.92
2674	PUJ	MDPC	18.5674	-68.3634	6.07
2675	STI	MDST	19.4061	-70.6047	3.21
2676	JBQ	MDJB	18.5725	-69.9856	7.02
2677	POP	MDPP	19.7579	-70.57	3.87
2678	COZ	MDCZ	18.9075	-70.7219	7.36
2679	AZS	MDCY	19.267	-69.742	2.07
2680	CBJ	MDCR	17.929	-71.6448	9.44
2681	GHA	DAUG	32.3841	3.79411	16.64
2682	TLM	DAON	35.0167	-1.45	4.94
2683	CFK	DAOI	36.2127	1.33177	6.17
2684	BMW	DATM	21.375	0.923889	119.57
2685	BFW	DAOS	35.1718	-0.593275	4.77
2686	INZ	DAUI	27.251	2.51202	72.72
2687	INF	DATG	19.567	5.75	322.61
2688	HME	DAUH	31.673	6.14044	68.72
2689	MZW	DAAY	33.5359	-0.242353	33.51
2690	ELG	DAUE	30.5713	2.85959	110.06
2691	MUW	DAOV	35.2077	0.147142	4.94
2692	TIN	DAOF	27.7004	-8.1671	93.77
2693	MQV		35.9088	0.149383	10.63
2694	VVZ	DAAP	26.7235	8.62265	70.69
2695	AZR	DAUA	27.8376	-0.186414	128.99
2696	SKI	DABP	36.8641	6.9516	6.89
2697	HRM	DAFH	32.9304	3.31154	18.64
2698	TGR	DAUK	33.0678	6.08867	49.33
2699	BJA	DAAE	36.712	5.06992	4.47
2700	ORN	DAOO	35.6239	-0.621183	12.47
2701	DJG	DAAJ	24.2928	9.45244	24.03
2702	LOO	DAUL	33.7644	2.92834	11.28
2703	AAE	DABB	36.8222	7.80917	9.18
2704	TMX	DAUT	29.2371	0.276033	89.65
2705	GJL	DAAV	36.7951	5.87361	5.48
2706	TID	DAOB	35.3411	1.46315	3.71
2707	EBH	DAOY	33.7217	1.0925	19.49
2708	IAM	DAUZ	28.0515	9.64291	23.0
2709	OGX	DAUU	31.9172	5.41278	56.71
2710	CBH	DAOR	31.6457	-2.26986	27.71
2711	QSF	DAAS	36.1781	5.32449	2.47
2712	BSK	DAUB	34.7933	5.73823	12.27
2713	TMR	DAAT	22.8115	5.45108	6.12
2714	ELU	DAUO	33.5114	6.77679	53.29
2715	BUJ	DAAD	35.3325	4.20639	12.21
2716	BLJ	DABT	35.7521	6.30859	2.31
2717	ALG	DAAG	36.691	3.21541	5.49
2718	TEE	DABS	35.4316	8.12072	2.19
2719	TAF	DAOL	35.5424	-0.532278	7.58
2720	CZL	DABC	36.276	6.62039	3.65
2721	MZD		-2.73333	-78.3167	3.91
2722	XMS	SEMC	-2.29917	-78.1208	1.44
2723	SCY	SEST	-0.910206	-89.6174	18.2
2724	LOH	SETM	-3.99589	-79.3719	5.03
2725	PYO	SEPT	0.115949	-75.8502	36.88
2726	TPN	SETI	-0.776111	-75.5264	20.21
2727	MCH	SEMH	-3.2689	-79.9616	11.47
2728	BHA	SESV	-0.608111	-80.4027	10.51
2729	SUQ	SESC	-2.483	-78.167	1.06
2730	ETR	SERO	-3.44199	-79.997	9.44
2731	OCC	SECO	-0.462886	-76.9868	1.3
2732	LTX		-0.906833	-78.6158	6.61
2733	TNW	SEJD	-1.05972	-77.5833	1.13
2734	PVO	SEPV	-1.04165	-80.4722	9.61
2735	ATF	SEAM	-1.21207	-78.5746	6.98
2736	ESM	SETN	0.978519	-79.6266	3.41
2737	JIP	SEJI	-1	-80.6667	10.07
2738	GPS	SEGS	-0.453758	-90.2659	9.47
2739	MEC	SEMT	-0.946078	-80.6788	10.03
2740	CUE	SECU	-2.88947	-78.9844	6.04
2741	MRR	SEMA	-4.37823	-79.941	24.83
2742	TSC	SETH	-2.38167	-77.5028	0.52
2743	LGQ	SENL	0.093056	-76.8675	0.97
2744	SNC	SESA	-2.20499	-80.9889	13.63
2745	PTZ	SESM	-1.50524	-78.0627	3.04
2746	UIO	SEQM	-0.129167	-78.3575	4.94
2747	TUA	SETU	0.809506	-77.7081	8.45
2748	IBB	SEII	-0.942628	-90.953	8.48
2749	TPC	SETR	-0.122956	-76.3378	2.09
2750	GYE	SEGU	-2.15742	-79.8836	10.67
2751	URE	EEKE	58.2299	22.5095	0.78
2752	TAY	EETU	58.3075	26.6904	1.49
2753	TLL	EETN	59.4133	24.8328	2.24
2754	KDL	EEKA	58.9908	22.8307	0.67
2755	EPU	EEPU	58.419	24.4728	1.06
2756	LXR	HELX	25.671	32.7066	79.35
2757	TCP	HETB	29.5878	34.7781	172.57
2758	AUE		28.899	33.2025	102.72
2759	DBB	HEAL	30.9245	28.4614	30.75
2760	HMB	HEMK	26.3428	31.7428	70.03
2761	ALY	HEAX	31.1839	29.9489	11.59
2762	TFR		30.3	31.75	63.83
2763	SSH	HESH	27.9773	34.395	112.91
2764	SQK		31.4666	25.878	29.62
2765	SKV	HESC	28.6853	34.0625	77.09
2766	AAC	HEAR	31.0733	33.8358	138.4
2767	ELT	HETR	28.209	33.6455	77.67
2768	HBE	HEBA	30.9177	29.6964	17.58
2769	ATZ	HEAT	27.0465	31.012	62.81
2770	ASW	HESN	23.9644	32.82	97.39
2771	PSD	HEPS	31.2794	32.24	62.88
2772	ABS	HEBL	22.376	31.6117	87.15
2773	UVL	HEKG	25.4736	30.5907	73.95
2774	DAK	HEDK	25.4116	29.0031	57.66
2775	MUH	HEMM	31.3254	27.2217	22.48
2776	EMY	HE25	28.1013	30.7303	63.88
2777	SPX		30.1097	30.8944	43.8
2778	RMF	HEMA	25.5571	34.5837	56.54
2779	GSQ	HEOW	22.5857	28.7166	173.58
2780	CAI	HECA	30.1219	31.4056	71.78
2781	SEW		29.3455	25.5067	124.69
2782	HRG	HEGN	27.1783	33.7994	64.91
2783	TES	HHTS	15.1043	36.6817	62.51
2784	ASA	HHSB	13.0718	42.645	57.34
2785	ASM	HHAS	15.2919	38.9107	40.66
2786	MSW	HHMS	15.67	39.3701	62.19
2787	GMZ	GCGM	28.0296	-17.2146	13.3
2788	MAH	LEMH	39.8626	4.21865	2.87
2789	LPA	GCLP	27.9319	-15.3866	10.26
2790	MAD	LEMD	40.4719	-3.56264	1.08
2791	BCN	LEBL	41.2971	2.07846	10.54
2792	EAS	LESO	43.3565	-1.79061	1.25
2793	RJL	LELO	42.461	-2.32224	0.87
2794	ALC	LEAL	38.2822	-0.558156	0.64
2795	BJZ	LEBZ	38.8913	-6.82133	1.84
2796	GRX	LEGR	37.1887	-3.77736	3.99
2797	ABC	LEAB	38.9485	-1.86352	1.58
2798	FUE	GCFV	28.4527	-13.8638	11.46
2799	ACE	GCRR	28.9455	-13.6052	13.81
2800	ROZ	LERT	36.6452	-6.34946	9.18
2801	SCQ	LEST	42.8963	-8.41514	1.67
2802	ODB	LEBA	37.842	-4.84888	4.96
2803	XRY	LEJR	36.7446	-6.06011	12.6
2804	IBZ	LEIB	38.8729	1.37312	3.79
2805	VGO	LEVX	42.2318	-8.62677	2.67
2806	SVQ	LEZL	37.418	-5.89311	2.61
2807	SPC	GCLA	28.6265	-17.7556	13.65
2808	PNA	LEPP	42.77	-1.64633	1.1
2809	VLL	LEVD	41.7061	-4.85194	1.41
2810	CQM	LERL	38.8564	-3.97	2.42
2811	PMI	LEPA	39.5517	2.73881	12.6
2812	TEV	LETL	40.403	-1.2183	0.59
2813	REU	LERS	41.1474	1.16717	1.34
2814	LEU	LESU	42.3386	1.40917	0.54
2815	GRO	LEGE	41.901	2.76055	17.19
2816	VLC	LEVC	39.4893	-0.481625	0.59
2817	HSK	LEHC	42.0761	-0.316667	0.63
2818	LEN	LELN	42.589	-5.65556	1.21
2819	ILD	LEDA	41.7282	0.535023	4.09
2820	RMU	LEMI	37.803	-1.125	1.63
2821	OZP	LEMO	37.1749	-5.61594	6.3
2822	LEI	LEAM	36.8439	-2.3701	0.91
2823	VDE	GCHI	27.8148	-17.8871	16.74
2824	MJV	LELC	37.775	-0.812389	2.0
2825	CDT	LECH	40.2139	0.073333	0.75
2826	VIT	LEVT	42.8828	-2.72447	1.3
2827	SLM	LESA	40.9521	-5.50199	1.62
2828	TOJ	LETO	40.4967	-3.44587	1.08
2829	RGS	LEBG	42.3576	-3.62076	0.82
2830	LCG	LECO	43.3021	-8.37726	2.76
2831	AGP	LEMG	36.6749	-4.49911	4.18
2832	OVD	LEAS	43.5636	-6.03462	2.43
2833	BIO	LEBB	43.3011	-2.91061	1.39
2834	MLN	GEML	35.2798	-2.95626	15.21
2835	SDR	LEXJ	43.4271	-3.82001	1.62
2836	ZAZ	LEZG	41.6662	-1.04155	1.13
2837	LEU	LESU	42.3386	1.40917	0.54
2838	ADD	HAAB	8.97778	38.7994	85.18
2839	MZX	HAML	6.35	39.7167	38.56
2840	WRA	HAWR	6.9724	45.3334	24.4
2841	PWI	HAPW	11.3126	36.4164	56.4
2842	WAC	HAWC	7.167	37.167	38.6
2843	ALK		7.96213	39.1283	47.22
2844	DIR	HADR	9.6247	41.8542	37.09
2845	NDM	HAMN	9.767	35.1	52.24
2846	BJR	HABD	11.6081	37.3216	54.68
2847	TIE	HATP	7.2024	35.415	33.35
2848	GDQ	HAGN	12.5199	37.434	52.62
2849	GLC		6.98444	46.4214	14.48
2850	NEK	HANK	9.05	36.6	41.24
2851	ABK	HAKD	6.734	44.253	21.51
2852	AWA	HALA	7.067	38.5	46.96
2853	MUJ	HAMR	5.8646	35.7485	43.28
2854	ETE	HAMM	12.933	36.167	61.05
2855	DEM	HADD	8.554	34.858	46.68
2856	TUJ	HAMJ	6.26	35.5184	32.9
2857	ADD	HAAB	8.97789	38.7993	85.18
2858	MQX	HAMK	13.4674	39.5335	44.81
2859	GNN	HAGH	7.15	40.717	38.78
2860	EGL	HANG	5.2897	39.7023	35.13
2861	AXU	HAAX	14.1468	38.7728	48.69
2862	XBL	HABB	8.456	36.352	40.04
2863	DGC		8.234	43.5673	17.76
2864	JIJ	HAJJ	9.3325	42.9121	24.96
2865	JIM	HAJM	7.66609	36.8166	45.37
2866	SZE	HASM	11.7875	40.9915	24.23
2867	NEJ	HANJ	9.55	35.467	52.66
2868	GOR	HAGR	8.1614	35.5529	39.76
2869	MTF	HAMT	6.9571	35.5547	31.36
2870	GOB	HAGB	7.11606	40.0463	33.52
2871	BCO	HABC	5.78287	36.562	42.3
2872	SKR	HASK	5.6923	38.9764	42.07
2873	SXU	HASD	6.817	37.75	57.83
2874	LLI	HALL	11.975	38.98	40.44
2875	OTA		11.083	37.867	45.28
2876	MKS	HAMA	10.7254	38.7415	42.52
2877	HUE	HAHU	14.25	36.583	52.06
2878	BEI	HABE	9.38639	34.5219	53.33
2879	HIL	HASL	6.08333	44.7667	20.73
2880	AMH	HAAM	6.03939	37.5905	66.31
2881	FNH	HAFN	9.583	37.35	42.92
2882	DBM	HADM	10.35	37.717	43.05
2883	LFO	HAKL	5.657	44.35	22.15
2884	SHC		14.0781	38.2725	43.9
2885	BCY	HABU	6.21667	36.6667	20.78
2886	DBT	HADT	11.967	38	43.75
2887	GMB	HAGM	8.12876	34.5631	47.01
2888	DSE	HADC	11.0825	39.7114	53.9
2889	GDE	HAGO	5.93513	43.5786	29.99
2890	ASO	HASO	10.0185	34.5863	58.44
2891	TKU	EFTU	60.5141	22.2628	3.0
2892	POR	EFPO	61.4617	21.8	1.46
2893	JYV	EFJY	62.3995	25.6783	0.67
2894	KUO	EFKU	63.0071	27.7978	0.53
2895	UTI	EFUT	60.8964	26.9384	1.28
2896	VRK	EFVR	62.1711	27.8686	0.66
2897	SJY	EFSI	62.6921	22.8323	0.83
2898	HYV	EFHV	60.6544	24.8811	0.79
2899	YLI	EFYL	64.0547	24.7253	0.57
2900	KOK	EFKK	63.7212	23.1431	0.53
2901	KEV	EFHA	61.856	24.7867	0.74
2902	VAA	EFVA	63.0507	21.7622	0.64
2903	LPP	EFLP	61.0446	28.1447	0.78
2904	SVL	EFSA	61.9431	28.9451	0.6
2905	MHQ	EFMA	60.1222	19.8982	2.15
2906	KEM	EFKE	65.7787	24.5821	0.54
2907	KTQ	EFIT	62.1661	30.0736	0.56
2908	IVL	EFIV	68.6073	27.4053	0.51
2909	KAU	EFKA	63.1271	23.0514	0.59
2910	KTT	EFKT	67.701	24.8468	0.52
2911	SOT	EFSO	67.395	26.6191	0.52
2912	JOE	EFJO	62.6629	29.6075	0.53
2913	OUL	EFOU	64.9301	25.3546	0.91
2914	RVN	EFRO	66.5648	25.8304	0.54
2915	HEM	EFHF	60.2546	25.0428	6.62
2916	KHJ	EFKJ	62.4625	22.3931	0.64
2917	HEL	EFHK	60.3172	24.9633	4.42
2918	KAJ	EFKI	64.2855	27.6924	0.54
2919	TMP	EFTP	61.4141	23.6044	1.11
2920	MIK	EFMI	61.6866	27.2018	0.64
2921	ENF	EFET	68.3626	23.4243	0.51
2922	KAO	EFKS	65.9876	29.2394	0.51
2923	MFJ	NFMO	-18.5667	179.951	9.57
2924	SVU	NFNS	-16.8028	179.341	5.51
2925	KAY	NFNW	-17.617	179.017	9.15
2926	MNF	NFMA	-17.6731	177.098	3.49
2927	BXL		-16.943	177.368	5.82
2928	KDV	NFKD	-19.0581	178.157	13.18
2929	PHR	NFND	-18.257	178.068	4.94
2930	BVF	NFNU	-16.8598	178.623	4.92
2931	ONU	NFOL	-20.6589	-178.741	16.54
2932	KVU		-17.7543	177.437	3.32
2933	TTL		-16.966	177.368	5.82
2934	KXF	NFNO	-17.3458	179.422	9.69
2935	LUC	NFNH	-16.7481	-179.667	7.37
2936	SUV	NFNA	-18.0433	178.559	6.2
2937	NTA		-18.0677	177.315	5.66
2938	LBS	NFNL	-16.4667	179.34	2.18
2939	VTF	NFVL	-18.5125	177.639	6.04
2940	LEV	NFNB	-17.7111	178.759	6.48
2941	NGI	NFNG	-18.1156	179.34	9.68
2942	LKB	NFNK	-18.1992	-178.817	11.46
2943	NAN	NFFN	-17.7554	177.443	3.32
2944	AQS		-16.4494	179.74	3.31
2945	TVU	NFNM	-16.6906	-179.877	6.38
2946	VAU	NFNV	-17.5	177.842	5.15
2947	RTA	NFNR	-12.4825	177.071	0.87
2948	VBV	NFVB	-17.269	-178.976	11.65
2949	YAS	NFSW	-16.7589	177.545	4.26
2950	CST	NFCS	-17.7358	177.129	3.49
2951	RBI	NFFR	-16.5337	179.976	5.17
2952	ICI	NFCI	-17.7433	-179.342	11.04
2953	PTF	NFFO	-17.7779	177.197	3.49
2954	PSY	SFAL	-51.6857	-57.7776	1.65
2955	FAE	EKVG	62.0636	-7.27722	0.82
2956	MPN	EGYP	-51.8228	-58.4472	1.17
2957	ULI		10.0198	139.79	6.74
2958	YAP	PTYA	9.49891	138.083	20.44
2959	TKK	PTKK	7.46187	151.843	9.18
2960	KSA	PTSA	5.35698	162.958	5.68
2961	PNI	PTPN	6.9851	158.209	8.02
2962	LPY	LFHP	45.0807	3.76289	1.23
2963	DPE	LFAB	49.8825	1.08528	3.57
2964	LEH	LFOH	49.5339	0.088056	2.54
2965	LDV	LFRJ	48.5303	-4.15164	4.61
2966	DIJ	LFSD	47.2689	5.09	1.46
2967	LRH	LFBH	46.1792	-1.19528	3.1
2968	VTL	LFSZ	47.8168	6.38111	1.41
2969	MVV	LFHM	45.8208	6.65222	2.64
2970	EDM	LFRI	46.7019	-1.37863	3.53
2971	MPL	LFMT	43.5762	3.96301	0.75
2972	GNB	LFLS	45.3629	5.32937	4.16
2973	LRT	LFRH	47.7606	-3.44	3.96
2974	MZM	LFSF	49.0717	6.13167	1.98
2975	GAT	LFNA	44.455	6.03778	4.28
2976	LDE	LFBT	43.1787	-0.006439	1.32
2977	EVX	LFOE	49.0287	1.21986	1.32
2978	CNG	LFBG	45.6583	-0.3175	3.79
2979	DOL	LFRG	49.3653	0.154306	2.27
2980	RHE	LFSR	49.31	4.05	2.74
2981	LSO	LFOO	46.4769	-1.72278	2.6
2982	LYN	LFLY	45.7272	4.94427	4.27
2983	CSF	LFPC	49.2535	2.51914	1.75
2984	CLY	LFKC	42.5244	8.79306	10.35
2985	LME	LFRM	47.9486	0.201667	3.1
2986	ZAO	LFCC	44.3514	1.47528	1.98
2987	CFE	LFLC	45.7867	3.16917	1.02
2988	NCE	LFMN	43.6584	7.21587	14.9
2989	SOZ	LFKS	41.9244	9.406	4.61
2990	DNR	LFRD	48.5877	-2.07996	4.95
2991	CET	LFOU	47.0821	-0.877064	4.78
2992	LTQ	LFAT	50.5174	1.62059	2.63
2993	RDZ	LFCR	44.4079	2.48267	0.68
2994	LTT	LFTZ	43.2054	6.482	7.43
2995	NCY	LFLP	45.9308	6.10639	7.59
2996	MFX	LFKX	45.407	6.57794	5.95
2997	VAF	LFLU	44.9216	4.9699	1.18
2998	TUF	LFOT	47.4322	0.727606	3.42
2999	LIL	LFQQ	50.5633	3.08689	3.35
3000	CER	LFRC	49.6501	-1.47028	2.74
3001	AGF	LFBA	44.1747	0.590556	2.72
3002	LIG	LFBL	45.8628	1.17944	2.55
3003	ETZ	LFJL	48.9821	6.25132	1.87
3004	NIT	LFBN	46.3135	-0.394529	4.7
3005	BYF	LFAQ	49.9715	2.69766	2.06
3006	URO	LFOP	49.3842	1.1748	1.2
3007	LYS	LFLL	45.7256	5.08111	4.37
3008	LVA	LFOV	48.0314	-0.742986	2.28
3009	CEQ	LFMD	43.542	6.95348	16.8
3010	BOD	LFBD	44.8283	-0.715556	1.98
3011	DLE	LFGJ	47.0427	5.43506	2.13
3012	AHZ	LFHU	45.0883	6.08472	10.13
3013	BES	LFRB	48.4479	-4.41854	5.57
3014	SBK	LFRT	48.5378	-2.85444	5.03
3015	IDY	LFEY	46.7186	-2.39111	3.04
3016	AJA	LFKJ	41.9236	8.80292	12.1
3017	MRS	LFML	43.4393	5.22142	1.87
3018	EGC	LFBE	44.8253	0.518611	2.75
3019	BOU	LFLD	47.0581	2.37028	2.79
3020	EBU	LFMH	45.5406	4.29639	1.58
3021	RYN	LFCY	45.6281	-0.9725	2.49
3022	CQF	LFAC	50.9621	1.95476	2.7
3023	LBY	LFRE	47.2894	-2.34639	3.83
3024	ANE	LFJR	47.5603	-0.312222	3.64
3025	ANG	LFBU	45.7292	0.221456	3.23
3026	SNR	LFRZ	47.3106	-2.15667	4.0
3027	PRP	LFKO	41.6606	8.88975	14.1
3028	LBI	LFCI	43.9139	2.11306	1.13
3029	EPL	LFSG	48.325	6.06998	1.72
3030	NTE	LFRS	47.1532	-1.61073	4.37
3031	SYT	LFLN	46.4125	4.01326	1.34
3032	LAI	LFRO	48.7544	-3.47166	5.45
3033	SCP	LFNC	44.7017	6.60028	0.61
3034	ORE	LFOZ	47.9878	1.76056	2.49
3035	NVS	LFQG	47.0026	3.11333	2.1
3036	OBS	LFHO	44.5442	4.37219	0.56
3037	VHY	LFLV	46.1697	3.40374	1.54
3038	HZB	LFQT	50.6184	2.64224	2.92
3039	BIA	LFKB	42.5527	9.48373	10.66
3040	RNS	LFRN	48.0695	-1.73479	3.65
3041	CFR	LFRK	49.1733	-0.45	1.77
3042	MCU	LFBK	46.2226	2.36396	1.91
3043	BIQ	LFBZ	43.4683	-1.53111	1.59
3044	FSC	LFKF	41.5006	9.09778	11.63
3045	CCF	LFMK	43.216	2.30632	0.88
3046	RNE	LFLO	46.0583	4.00139	1.19
3047	SXB	LFST	48.5383	7.62823	2.96
3048	ENC	LFSN	48.6921	6.23046	1.87
3049	AUF	LFLA	47.8502	3.49711	2.79
3050	AUR	LFLW	44.8914	2.42194	0.81
3051	UIP	LFRQ	47.975	-4.16779	5.24
3052	CMF	LFLB	45.6381	5.88023	6.26
3053	MEN	LFNB	44.5021	3.53282	0.59
3054	AVN	LFMV	43.9073	4.90183	1.93
3055	BZR	LFMU	43.3235	3.3539	0.59
3056	DCM	LFCK	43.5563	2.28918	0.94
3057	CMR	LFGA	48.1099	7.35901	1.69
3058	TLN	LFTH	43.0973	6.14603	1.05
3059	TLS	LFBO	43.6291	1.36382	1.85
3060	PGF	LFMP	42.7404	2.87067	0.58
3061	FNI	LFTW	43.7574	4.41635	0.6
3062	RCO	LFDN	45.8878	-0.983056	2.86
3063	CVF	LFLJ	45.3967	6.63472	7.84
3064	GFR	LFRF	48.8831	-1.56417	5.34
3065	PGX	LFBX	45.1981	0.815556	2.61
3066	BVE	LFSL	45.0397	1.48556	2.0
3067	QXB	LFMA	43.5056	5.36778	1.87
3068	BAE	LFMR	44.3872	6.60919	0.84
3069	CHR	LFLX	46.8603	1.72111	2.96
3070	PIS	LFBI	46.5877	0.306666	3.05
3071	CTT	LFMQ	43.2525	5.78519	1.06
3072	PUF	LFBP	43.38	-0.418611	2.18
3073	MXN	LFRU	48.6032	-3.81578	5.19
3074	VNE	LFRV	47.7233	-2.71856	3.56
3075	TNF	LFPN	48.7519	2.10619	1.88
3076	XBK	LFHS	46.2056	5.29167	2.5
3077	XMU	LFHY	46.5344	3.42167	1.94
3078	XCZ	LFQV	49.7827	4.64118	2.68
3079	QIE	LFMI	43.5244	4.94167	1.26
3080	CDG	LFPG	49.0097	2.54778	2.2
3081	LBV	FOOL	0.458611	9.41222	2.84
3082	OUU		-2.98333	10.3	1.1
3083	OMB	FOOH	-1.57473	9.26269	1.19
3084	WNE		-1.35	9.33333	0.91
3085	BAW		-0.666667	9.45	0.73
3086	WGY		-0.6035	12.2608	0.72
3087	AKE	FOGA	-1.13967	13.9036	0.7
3088	FOU	FOGF	-1.283	10.617	0.53
3089	AWE	FOGW	-0.545	9.444	0.75
3090	BGB	FOGB	-0.1075	11.9438	0.53
3091	BMM	FOOB	2.07564	11.4932	2.42
3092	LEO		-1.5724	14.2878	0.96
3093	GAX		-2.78528	10.0472	1.23
3094	MYB	FOOY	-3.45842	10.6741	2.06
3095	GKO		-0.0833333	11.4667	0.58
3096	KOU	FOGK	-1.18461	12.4413	0.69
3097	MGO		-1.73333	10.2167	1.04
3098	MVX	FOGV	2.15	12.133	1.45
3099	MZC	FOOM	0.783	11.55	0.68
3100	LBV	FOOL	0.4586	9.41228	2.84
3101	OKN	FOGQ	-0.665214	13.6731	0.59
3102	GIM		-0.0166667	11.4	0.58
3103	OWE		0.3	9.5	50.35
3104	MKU	FOOK	0.579211	12.8909	0.89
3105	MFF	FOOD	-1.533	13.267	0.65
3106	LBQ	FOGR	-0.704389	10.2457	0.6
3107	POG	FOOG	-0.711739	8.75438	1.44
3108	IGE	FOOI	-1.9223	9.3092	1.47
3109	MVG		0.08333	11.0833	0.53
3110	MKB	FOOE	1.017	13.933	1.01
3111	MVB	FOON	-1.65616	13.438	1.11
3112	TCH	FOOT	-2.85	11.017	1.11
3113	LTL	FOOR	-0.826667	12.7486	0.62
3114	NKA		0.7	9.98333	1.8
3115	BGP		-2.1713	10.2088	1.04
3116	KDN	FOGE	-2.4	11.367	0.59
3117	MBC	FOGG	-1.883	11.933	0.55
3118	KDJ	FOGJ	-0.183	10.75	0.52
3119	MJL	FOGM	-1.84514	11.0567	0.84
3120	MDV		1.0085	10.7552	0.62
3121	OYE	FOGO	1.54311	11.5814	2.14
3122	MGX	FOGI	-2.433	11	0.56
3123	MME	EGNV	54.5092	-1.42941	1.0
3124	FSS	EGQK	57.6494	-3.56064	0.56
3125	OBN	EGEO	56.4635	-5.39967	2.75
3126	BHD	EGAC	54.6181	-5.8725	2.6
3127	TRE	EGPU	56.4992	-6.86917	6.7
3128	NWI	EGSH	52.6758	1.28278	0.81
3129	RCS	EGTO	51.3519	0.503333	2.35
3130	HUY	EGNJ	53.5744	-0.350833	0.94
3131	FFD	EGVA	51.6822	-1.79003	1.77
3132	BFS	EGAA	54.6575	-6.21583	2.92
3133	ABZ	EGPD	57.2019	-2.19778	0.66
3134	LBA	EGNM	53.8659	-1.66057	0.73
3135	NRL	EGEN	59.3675	-2.43444	1.82
3136	NQY	EGHQ	50.4406	-4.99541	7.47
3137	SKL	EGEI	57.2414	-5.90966	2.73
3138	NQT	EGBN	52.92	-1.07917	1.22
3139	BEX	EGUB	51.6164	-1.09583	1.57
3140	LDY	EGAE	55.0428	-7.16111	4.02
3141	ADX	EGQL	56.3729	-2.86844	0.79
3142	BEQ	EGXH	52.3426	0.772939	1.07
3143	DSA	EGCN	53.4805	-1.01066	0.88
3144	WRY	EGEW	59.3503	-2.95	1.47
3145	LEQ	EGHC	50.1028	-5.67056	10.25
3146	HRT	EGXU	54.0489	-1.25275	0.69
3147	BOL	EGQB	55.0544	-7.02	4.02
3148	BBP	EGHJ	50.6781	-1.10944	2.82
3149	BBS	EGLK	51.3239	-0.8475	2.54
3150	BEB	EGPL	57.4811	-7.36278	6.01
3151	FOA		60.1217	-2.0532	1.83
3152	EXT	EGTE	50.7344	-3.41389	2.99
3153	LHB	EG74	52.4908	-1.1312	1.35
3154	NHT	EGWU	51.553	-0.418167	1.77
3155	FAB	EGLF	51.2758	-0.776333	2.49
3156	UPV	EGDJ	51.2862	-1.78202	2.87
3157	NDY	EGES	59.2503	-2.57667	1.82
3158	OXF	EGTK	51.8369	-1.32	1.53
3159	DND	EGPN	56.4525	-3.02583	0.6
3160	DOC		57.869	-4.023	0.55
3161	LKZ	EGUL	52.4093	0.561	0.92
3162	NCL	EGNT	55.0375	-1.69167	0.64
3163	LMO	EGQS	57.7052	-3.33917	0.57
3164	GLO	EGBJ	51.8942	-2.16722	1.58
3165	WTN	EGXW	53.1662	-0.523811	0.86
3166	LPL	EGGP	53.3336	-2.84972	1.59
3167	LYE	EGDL	51.5051	-1.99343	2.4
3168	ENK	EGAB	54.3989	-7.65167	5.15
3169	SQZ	EGXP	53.3078	-0.550833	0.81
3170	PSV		60.3217	-1.69306	1.46
3171	PSL	EGPT	56.4392	-3.37222	0.57
3172	LYX	EGMD	50.9561	0.939167	2.3
3173	BRR	EGPR	57.0228	-7.44306	7.15
3174	BOH	EGHH	50.78	-1.8425	2.32
3175	CEG	EGNR	53.1781	-2.97778	1.84
3176	BLK	EGNH	53.7717	-3.02861	1.58
3177	PPW	EGEP	59.3517	-2.90028	1.47
3178	COL		56.6019	-6.61778	6.12
3179	MAN	EGCC	53.3537	-2.27495	1.28
3180	VLY	EGOV	53.2481	-4.53534	5.54
3181	QCY	EGXC	53.093	-0.166014	0.79
3182	SWS	EGFH	51.6053	-4.06783	4.47
3183	CBG	EGSC	52.205	0.175	1.39
3184	QUG	EGHR	50.8594	-0.759167	2.99
3185	QUY	EGUY	52.3572	-0.107833	1.46
3186	ISC	EGHE	49.9133	-6.29167	15.16
3187	KNF	EGYM	52.6484	0.550692	0.85
3188	GBA	EGBP	51.6681	-2.05694	1.86
3189	CAX	EGNC	54.9375	-2.80917	1.81
3190	GLA	EGPF	55.8719	-4.43306	2.42
3191	CAL	EGEC	55.4372	-5.68639	2.96
3192	EMA	EGNX	52.8311	-1.32806	1.2
3193	SYY	EGPO	58.2156	-6.33111	2.32
3194	BRS	EGGD	51.3827	-2.71909	3.31
3195	SOY	EGER	59.1553	-2.64139	1.26
3196	OUK		60.4252	-0.75	1.08
3197	SOU	EGHI	50.9503	-1.3568	2.8
